
"X glitches and temporarily turns invisible",sea,11,00:55:24,00:55:24,https://youtu.be/ppZImP_8FPA&t=3324,https://youtu.be/q_AJrNirDKo&t=3324
"CS and X horse around with the Void Static",sea,14,00:04:29,00:04:29,https://youtu.be/GI_2h8EQT3Q&t=269,https://youtu.be/OYHAW9VNxtE&t=269
"X accidentally uses a self-resetting lever, CS places a void static in the base, X accidentally kills Remi, CS kills Xs rat as revenge, X kills CS",sea,18,01:01:50,01:01:50,https://youtu.be/V_Gj884wFyg&t=3710,https://youtu.be/4z2wYtJENwk&t=3710
"X dunks CS through perfectly through the stairs",sea,20,00:00:58,00:00:58,https://youtu.be/Utm-ODg8r_k&t=58,https://youtu.be/_ShOBSIVZAo&t=58
"Let the battle of the yokes commence",sea,21,00:28:09,00:28:09,https://youtu.be/DMwdipOOvoQ&t=1689,https://youtu.be/-RvZ9G1JEDI&t=1689
"The perfect dunk",sea,22,00:01:31,00:01:31,https://youtu.be/UHYs-17zre0&t=91,https://youtu.be/3_-M1kE9rvg&t=91
"CS talks about the great maple syrup heist",sea,23,01:04:54,01:04:54,https://youtu.be/HCUP-TXLimo&t=3894,https://youtu.be/qmGcnJn_4c8&t=3894
"CS prepares an expensive recipe in the table, then X autofills over it making CS think he deleted it, but actually X got all the stuff.",sea,25,,01:02:00,,https://youtu.be/lnKvUXQl2fc&t=3720
"X says oof, punish me daddy to CS",sea,26,00:43:50,00:43:50,https://youtu.be/qZ7n5At2G68&t=2630,https://youtu.be/pUaA1VgXwXk&t=2630
"The sneaky false block leads to a new era in spleef warfare",sea,26,00:56:44,00:56:44,https://youtu.be/qZ7n5At2G68&t=3404,https://youtu.be/pUaA1VgXwXk&t=3404
"The sneaky false block strikes its second blow",sea,26,01:06:33,01:06:33,https://youtu.be/qZ7n5At2G68&t=3993,https://youtu.be/pUaA1VgXwXk&t=3993
"A masterful slapstick performance involving viaducts and sneaky false",sea,29,00:23:27,00:23:27,https://youtu.be/sirV2hTU2RY&t=1407,https://youtu.be/a8h-ZiezJvQ&t=1407
"CS discovers his lightning-throwing bow creates charged creepers",sea,30,,00:43:18,,https://youtu.be/i9QiJUIZNl0&t=2598
"CS gets dined and dashed by a rat",sea,33,,01:01:44,,https://youtu.be/jhqypNZsNVc&t=3704
"X is ganged up on by piranhas",sev,1,00:37:36,,https://youtu.be/z1KWLwL-aoY&t=2256,
"Piranha adventure Pt. 2",sev,2,00:18:34,,https://youtu.be/M6eyb49H8iM&t=1114,
"We are introduced to Long Boi No. 1 and No. 2",sev,2,00:31:08,00:57:58,https://youtu.be/M6eyb49H8iM&t=1868,https://youtu.be/j1GWPISgNQ8&t=3478
"Less than half an episode after he was found, Long Boi No. 2 meets his end.",sev,2,00:37:18,01:04:13,https://youtu.be/M6eyb49H8iM&t=2238,https://youtu.be/j1GWPISgNQ8&t=3853
"CS realizes he forgot to select the darklands biome on his new compass and that he has led them very astray",sev,4,00:51:03,00:52:53,https://youtu.be/EaWIgfZKpPM&t=3063,https://youtu.be/Km_2gzha_l0&t=3173
"CS's horse falls down a hole",sev,5,00:12:56,00:19:51,https://youtu.be/2WfFiUZGHms&t=776,https://youtu.be/lccJ46fZ90s&t=1191
"X discovers he is very, very lost, then dies to piranhas on the other side of the ocean",sev,5,00:32:50,,https://youtu.be/2WfFiUZGHms&t=1970,
"It was there, I clicky, it go away!",sev,6,00:26:27,,https://youtu.be/HNIeLNHWZpA&t=1587,
"My heart will go on",sev,6,00:36:14,00:49:33,https://youtu.be/HNIeLNHWZpA&t=2174,https://youtu.be/A7LcIh-IN3k&t=2973
"X steals CS's rattle seemingly right out of his inventory (watch at 0.25 speed and keep your eyes on the kiln)",sev,6,00:38:15,00:51:38,https://youtu.be/HNIeLNHWZpA&t=2295,https://youtu.be/A7LcIh-IN3k&t=3098
"X falls into a barrel",sev,11,00:07:43,,https://youtu.be/1QbP2tLR0jU&t=463,
"X's horse falls down a bigger hole",sev,11,00:22:09,,https://youtu.be/1QbP2tLR0jU&t=1329,
"X finds coal",sev,12,00:10:00,,https://youtu.be/cxgau-XL0uA&t=600,
"X's horse dissapears",sev,12,00:12:39,,https://youtu.be/cxgau-XL0uA&t=759,
"26 year old CS realizes that Diagon Alley was a pun on Digonally this whole time",sev,12,00:14:20,00:25:07,https://youtu.be/cxgau-XL0uA&t=860,https://youtu.be/2QrR2eMTrNc&t=1507
"CS's horse suffocates in a cave",sev,13,00:24:28,00:43:52,https://youtu.be/jG5Bptm7fwA&t=1468,https://youtu.be/sqwc7uGbZKc&t=2632
"CS makes a rhyme: 'Your horse has speed, my horse has jump, let's put them together and make them hump'",sev,14,00:06:20,00:13:27,https://youtu.be/Rb1y0SENFlo&t=380,https://youtu.be/4Add0K0UFMk&t=807
"The Shoggoth platform explodes into magma monsters",sev,15,00:16:10,00:19:50,https://youtu.be/I5Etubmbh-Y&t=970,https://youtu.be/HOmeOAm1HdU&t=1190
"CS calls X 'bb' and 'sugar daddy'",skb,7,00:01:52,,https://youtu.be/3DpiWptHEPM&t=112,
"X outbids CS in AH for an item they both want",skb,19,00:23:45,00:18:12,https://youtu.be/pk_LrDVF2HQ&t=1425,https://youtu.be/eCrUgUKRHtk&t=1092
"CS rants about the PVE mining world",skb,25,00:20:46,00:13:12,https://youtu.be/f_zxHgyXgNM&t=1246,https://youtu.be/V7LO7Us8Fnw&t=792
"CS rants about how someone spawned on his face",skb,26,00:11:28,00:08:00,https://youtu.be/_Xy0luwPeVA&t=688,https://youtu.be/1mc7rKgWD8Q&t=480
"CS mistypes the first letter of 'bucket'",sea,41,,00:16:36,,https://youtu.be/vzE-GZgpESQ&t=996
"CS rants about MFFS while fighting multiple withers",sea,41,00:40:11,00:36:07,https://youtu.be/MFA6h_Mu-04&t=2411,https://youtu.be/vzE-GZgpESQ&t=2167
"X spleefs himself into the void in MW",skb,31,00:10:13,,https://youtu.be/EeglMY8rAhQ&t=613,
"CS gets salty because X's items sell for way more than his on the AH",skb,33,00:28:41,00:17:45,https://youtu.be/QO3mc1pypXE&t=1721,https://youtu.be/xWCLnFnG8YQ&t=1065
"X starts an AH war with CS to see whose schematics will sell for the most",skb,33,00:35:27,,https://youtu.be/QO3mc1pypXE&t=2127,
"CS asks X to take off his clothing",skb,34,00:27:56,00:18:31,https://youtu.be/8L-hfaKz45o&t=1676,https://youtu.be/2Mj1jd1v_Hk&t=1111
"CS's behind the scenes process is revealed",skb,39,00:00:00,,https://youtu.be/f5T60KMI61M&t=0,
"X uses an extremely expensive mining world pass and falls into lava in the first three seconds of joining",skb,40,00:05:31,,https://youtu.be/lmYW5EwrmBQ&t=331,
"X wanders into CS while he's nicked in the warzone and almost kills him thinking he's someone else",skb,43,00:24:48,00:14:58,https://youtu.be/hzTm2V5nZMQ&t=1488,https://youtu.be/uHAM0V9Abw4&t=898
"The great horse brawl of 2018",skb,50,00:33:48,00:16:36,https://youtu.be/A5Kj_5wGVu8&t=2028,https://youtu.be/HIZrYbM9tFA&t=996
"CS accidentally shoots X while trying to kill a llama",me5,2,00:53:07,00:52:39,https://youtu.be/Gsy0RvJ76oA&t=3187,https://youtu.be/5KzwgpSw2pE&t=3159
"Spider does tap dance in shoes",skb,59,00:39:07,,https://youtu.be/oSs-V2uOWiY&t=2347,
"CS accidentally dyes a sheep blue because he was holding lapis in his off hand",far,2,,00:35:31,,https://youtu.be/Vaa3F9PVHt4&t=2131
"CS accidentally dyes a dog's collar blue because he was holding lapis in his off hand",far,5,,00:00:27,,https://youtu.be/-Cro9awzo6s&t=27
"X angers ALL the dogs",far,12,00:03:33,,https://youtu.be/7ovo5_ie998&t=213,
"CS switches the parkour level on X in mid-jump",dv3,1,00:27:49,00:27:49,https://youtu.be/r8TueJSXUPw&t=1669,https://youtu.be/5fFU-udof7o&t=1669
"CS switches the parkour level on X in mid-jump... again",dv3,1,01:05:43,01:05:43,https://youtu.be/r8TueJSXUPw&t=3943,https://youtu.be/5fFU-udof7o&t=3943
"Oh Kylo, you dog, you.",dv3,3,00:19:51,00:19:51,https://youtu.be/gh4PWstYpuk&t=1191,https://youtu.be/7qxx-RZYBYw&t=1191
"Adventure branch bridge sabotage",dv3,6,00:00:43,00:00:43,https://youtu.be/okxrCipN9Ys&t=43,https://youtu.be/r2IVK-2uAx8&t=43
"Houdini Chicken",dv3,9,00:35:29,00:35:29,https://youtu.be/YM-Ib7hJu3k&t=2129,https://youtu.be/hPuc48WWufU&t=2129
"CS teleports X to dropper branch level selection when he was blocks away from making it first try",dv2,1,00:50:00,,https://youtu.be/v1Jlqz-jz4g&t=3000,
"X falls down a hole and says YIKES",crn,12,00:36:42,,https://youtu.be/RLTMmRDaS4A&t=2202,
"And that, friends, is how with five cobblestone you can get your friend to call you an asshole",crn,12,00:58:55,,https://youtu.be/RLTMmRDaS4A&t=3535,
"X is given secret instructions by GreninjaSan",me5,9,00:30:29,,https://youtu.be/9YMtAEr43UQ&t=1829,
"X strafes right into CS's arrow",cal,4,00:59:05,,https://youtu.be/xUNOzAOgnvU&t=3545,
"An interesting conversation is interrupted when X and CS both fall into the same trap",cal,5,00:05:03,,https://youtu.be/KEVaWGitY8M&t=303,
"CS shoots X and they both start giggling",cal,8,00:24:11,,https://youtu.be/HV52Qd96oQM&t=1451,
"Cloe!",cal,9,00:05:39,,https://youtu.be/dccOTcMSuGM&t=339,
"CS shoots X and doesn't know how",cal,10,00:41:12,,https://youtu.be/5H9EJSSFQFM&t=2472,
"X describes his lasic surgery in detail",sf3,2,00:10:49,,https://youtu.be/DF9AyXJMJ_I&t=649,
"pieces of you on my wall",sf3,2,00:18:47,,https://youtu.be/DF9AyXJMJ_I&t=1127,
"The wither incident",sf3,14,00:30:14,00:26:18,https://youtu.be/2bw8kuBTYG4&t=1814,https://youtu.be/UvBgnSVlcLA&t=1578
"X embellishes the word cake",sf3,30,00:30:34,00:23:26,https://youtu.be/f5gFnyncRBc&t=1834,https://youtu.be/mLctDSeJkpg&t=1406
"CS and X are annihilated by the Chaos Dragon",sf3,29,00:19:16,00:14:01,https://youtu.be/ODCHHGaq3bc&t=1156,https://youtu.be/7nZx0yGcyyU&t=841
"CS is the one who inserts",sf3,24,,00:21:52,,https://youtu.be/X9lz-OBZbAo&t=1312
"Rainbow generator whack-a-mole",sf3,37,,00:22:10,,https://youtu.be/Rqw8mD3LBZI&t=1330
"CS kills himself with the sacrificial dagger and loses all his blood magic progress",sf3,42,,00:21:42,,https://youtu.be/bnZ1bDySfNI&t=1302
"CS's pizza delivery driver makes the fateful quest to his house simultaneously with he and X on the quest back home from the eastern swamps.",sev,20,00:23:59,00:24:15,https://youtu.be/yprOrPR5jM0&t=1439,https://youtu.be/RnaTSRR1jnE&t=1455
"X falls into lava, and CS promptly pours a water bucket over him, creating basalt sealing him under the lava",sev,22,00:19:31,,https://youtu.be/i3JYghMsqDk&t=1171,
"After grabbing his jugular, X deprecates all over the place",sev,22,00:53:01,,https://youtu.be/i3JYghMsqDk&t=3181,
"NEVER DIG STRAIGHT DOWN",sev,28,,00:25:17,,https://youtu.be/zWxVrFT06MQ&t=1517
"My heart will go on #2",sev,35,00:56:43,,https://youtu.be/fCNiveAr0ZQ&t=3403,
"All the Small Things",sev,37,00:29:55,,https://youtu.be/85_D4DX0RFk&t=1795,
"X is knocked off into lava by an Ember and dies, then gets down to a half heart retrieving his stuff. He crawls back to base, only to crouch on his last slime boot bounce, inflicting a half heart of fall damage - enough to kill him just blocks away from CS.",sev,45,00:09:02,,https://youtu.be/cPvRQiv9fU8&t=542,
"X falls into the nether void because journeymap transposes the y and z coordinates",sf3,14,00:37:34,,https://youtu.be/2bw8kuBTYG4&t=2254,
"CS is launched a hundred blocks by the ender dragon and falls into the void. He then does 50 pushups to justify cheating his items back.",sev,46,00:04:07,00:03:49,https://youtu.be/C3Cn2JImKwU&t=247,https://youtu.be/vaZzHjxCbyo&t=229
"My heart will go on #3",sev,46,00:40:41,00:40:26,https://youtu.be/C3Cn2JImKwU&t=2441,https://youtu.be/vaZzHjxCbyo&t=2426
"CS and X are invisible to each other; X throws half his vacuum tubes into the crusher because of inventory tweaks auto refill",sev,47,01:02:41,01:02:41,https://youtu.be/BcD_ZNSIwpw&t=3761,https://youtu.be/IPBbu16baeI&t=3761
"CS accidentally spawns a ghast by throwing ground netherrack and soul sand into a filtered hopper",sev,47,,01:07:44,,https://youtu.be/IPBbu16baeI&t=4064
"Under pressure! Pushing down on me, pushing down on me, pushing down on me ...",sev,48,00:53:44,,https://youtu.be/of25x3mv0j8&t=3224,
"X forgets to put on his pressure gear. He discovers that when you die on the moon, you respawn on the moon. He dies 25 times.",sev,54,00:17:16,00:17:16,https://youtu.be/g0z0XRziJbY&t=1036,https://youtu.be/9YxG49naiNQ&t=1036
"X abandons ship in the middle of a rocket launch by accidentally pressing shift",sev,55,00:52:10,,https://youtu.be/Y8vRqqLJR-s&t=3130,
"He's with stupid",sev,58,00:01:44,,https://youtu.be/D-zb2d4fjjg&t=104,
"CS accidentally shoots X with his bow, breaking his space suit and forcing him to gchouston",sev,62,00:41:20,00:47:15,https://youtu.be/HDqNNn_hXlM&t=2480,https://youtu.be/swJhMC4tGnM&t=2835
"X crashes his rocket into mercury",sev,63,00:47:46,,https://youtu.be/JKbrawWqb8c&t=2866,
"As X is calmly talking with him, CS's jetpack breaks and he freaks out",sev,65,,00:54:30,,https://youtu.be/ytKpNEeTY0Q&t=3270
"X crash lands in a lava lake on the surface of Jupiter",sev,66,00:11:36,,https://youtu.be/eul-Kds65K8&t=696,
"I'M GOING TO SPAACE",sev,66,00:49:23,,https://youtu.be/eul-Kds65K8&t=2963,
"You're goshdarn right my anus is a tier 6!",sev,67,01:03:26,,https://youtu.be/haK9AW4VlFU&t=3806,
"X obstructs the top of their ground-floor elevator block and watches CS oscillate between the basement and roof",sev,67,00:50:41,,https://youtu.be/haK9AW4VlFU&t=3041,
"Episode 69? Time for Uranus.",sev,69,00:00:00,00:00:00,https://youtu.be/TgmSYvU-p-w&t=0,https://youtu.be/i2chXmkDSow&t=0
"X is offered a sponsorship opportunity with MeUndies",sev,75,01:05:51,,https://youtu.be/1KGUY-uS2Vk&t=3951,
"CS hits X with the shockwave sword when he least expects it",sev,75,01:10:06,01:17:15,https://youtu.be/1KGUY-uS2Vk&t=4206,https://youtu.be/qXUUP5ZIzX4&t=4635
"X gets 7 giant chance cubes. It doesn't go well.",stn,1,00:06:02,00:06:02,https://youtu.be/JTSSp8zCX28&t=362,https://youtu.be/BMsmbj86Izk&t=362
"X gets the Skullfire Sword (Looting XXV, +999 attack damage) as a reward for making a stone crook",stn,1,00:17:33,,https://youtu.be/JTSSp8zCX28&t=1053,
"CS takes a loong time to start up his recording",stn,2,00:00:00,,https://youtu.be/1BS-q-6RJqE&t=0,
"CS derails the entire episode to show X a parrot singing 'Let The Bodies Hit The Floor'",stn,2,00:05:58,00:04:54,https://youtu.be/1BS-q-6RJqE&t=358,https://youtu.be/pZfDzTSC9zg&t=294
"X checks out the mob farm and CS thinks he's sabotaging it when he hasn't done anything. They oscillate up and down the ladder in confusion.",stn,2,01:12:40,01:11:36,https://youtu.be/1BS-q-6RJqE&t=4360,https://youtu.be/pZfDzTSC9zg&t=4296
"X uses his server console to play the giant chance cube sound to CS",stn,3,00:51:10,00:51:10,https://youtu.be/8xid7xNkSTA&t=3070,https://youtu.be/lHxk81-pjSg&t=3070
"Poopy Hammer",stn,4,00:53:27,00:49:31,https://youtu.be/bSVeUja76yM&t=3207,https://youtu.be/eHhkV53uht0&t=2971
"X does a perfect impression of Rihanna singing Dragostea Din Tei",stn,5,00:42:29,,https://youtu.be/rNOzPjfHFOc&t=2549,
"X trolls CS by playing the giant chance cube sound again and again",stn,6,01:05:25,01:05:25,https://youtu.be/HzCgeS42Uxw&t=3925,https://youtu.be/f-mVJPHxkzo&t=3925
"X goes back to the TrollCraft world in a special episode of 'Jordan's Wrong'",sf3,5,00:16:16,,https://youtu.be/mRuw7TVD-VY&t=976,
"X uses their creeper statue to troll CS with explosion noises",stn,7,00:43:19,00:43:19,https://youtu.be/4RYhsj-USWs&t=2599,https://youtu.be/eQ_BXpArTB4&t=2599
"CS and X have to build a nuclear reactor using only their chickens to restore access to all their items.",stn,7,00:50:19,00:50:19,https://youtu.be/4RYhsj-USWs&t=3019,https://youtu.be/eQ_BXpArTB4&t=3019
"CS and X talk about toast for 5 minutes",stn,8,00:09:52,,https://youtu.be/j7cQKqR0idI&t=592,
"CS explodes himself with an end crystal",stn,10,00:34:07,00:34:07,https://youtu.be/_64xSGJOsSI&t=2047,https://youtu.be/GsbuHilm71I&t=2047
"X tries to do mekanism and has a breakdown",stn,17,00:58:57,,https://youtu.be/79eFbdbMkE8&t=3537,
"X does an accurate impression of CS",stn,19,00:10:23,,https://youtu.be/9Kpn3jMLDew&t=623,
"X plays copyright free sad violin music over CS redoing his keybinds",stn,20,00:00:00,,https://youtu.be/3jWWKfexssA&t=0,
"Sad violin music part 2",stn,20,00:03:22,,https://youtu.be/3jWWKfexssA&t=202,
"CS accidentally throws the tome of knowledge, the most valuable item they have, into the energy condenser",stn,20,,00:41:29,,https://youtu.be/ATJDVpVXGRg&t=2489
"CS and X battle against a tornado trying to pull them up into the air",umr,1,00:03:39,00:03:39,https://youtu.be/UA8wrc9jM0U&t=219,https://youtu.be/rG2T4awFPMA&t=219
"X is slain by entity.Crab.name in one hit",umr,1,00:07:44,,https://youtu.be/UA8wrc9jM0U&t=464,
"CS kills an octopus, not knowing it's X in morphed form",umr,1,00:20:38,00:20:32,https://youtu.be/UA8wrc9jM0U&t=1238,https://youtu.be/rG2T4awFPMA&t=1232
"CS and X's house on the hill is wrecked by a tornado",umr,3,00:28:29,00:27:26,https://youtu.be/4zEAi2158l0&t=1709,https://youtu.be/H3q6pZu764E&t=1646
"The Kraken Incident",umr,5,00:35:38,00:35:38,https://youtu.be/WSzSNekaI7E&t=2138,https://youtu.be/QllrB6aVaLk&t=2138
"CS falls into lava and is quickly trapped by obsidian",umr,5,00:56:08,00:56:08,https://youtu.be/WSzSNekaI7E&t=3368,https://youtu.be/QllrB6aVaLk&t=3368
"CS finds 3 charged certus ore, and X decides to tell him they need 4 for the ME system, when they actually only need 2",umr,8,00:42:22,,https://youtu.be/g874i35ldP8&t=2542,
"CS leers over X while he's trying to fall asleep",umr,11,00:03:50,,https://youtu.be/cYgmyqptqsQ&t=230,
"X closes his eyes while mining and digs straight down into lava",umr,11,00:08:33,,https://youtu.be/cYgmyqptqsQ&t=513,
"CS has a breakdown as he's chased by a mantis",umr,11,00:45:49,00:45:57,https://youtu.be/cYgmyqptqsQ&t=2749,https://youtu.be/O8BwHc9GrNY&t=2757
"X shows a video of himself discovering 50000 red ants causing lag in the nether",umr,17,00:00:56,,https://youtu.be/K6unzUMxUuM&t=56,
"Jerry's Cove is revealed!",umr,18,00:00:00,00:00:00,https://youtu.be/1kJsFoe81kE&t=0,https://youtu.be/6u2GlN5PBho&t=0
"CS and X make caulk jokes",umr,19,00:48:22,00:48:22,https://youtu.be/MvbvtjTLlX8&t=2902,https://youtu.be/twMgoGa50RM&t=2902
"X gives Slice (the giant sword) to his giant girlfriend",umr,22,00:10:16,00:10:16,https://youtu.be/B8cRps_W8c8&t=616,https://youtu.be/Uw2C7p1I5jg&t=616
"CS and X each do 30 pushups to cheat their stuff back after being killed by the Queen",umr,23,00:14:49,00:16:21,https://youtu.be/--amPrUkN2M&t=889,https://youtu.be/XziBLw2YjYA&t=981
